review,sentiment
"Prijatan film koji vam daje romantiku, psihodramu o ženama na ivici, seksualno uznemiravanje na radnom mestu, preljubu i modu. Sve je tu. Tipični likovi koji se nalaze u korporativnoj Americi. Džoan Kraford je uobičajena dugotrajna kurva, koja oseća potrebu da bude takva jer je sa velikim momcima. Hope Lange je ambiciozna zaposlenica na početnom nivou čija je odlučnost da dođe do vrha koristeći svoj um, a ne telo. Njihovi lični životi su podzaplet. <br /><br />Ormar za film je odličan, ali neko je zaboravio da kaže frizerki Stivena Bojda da će vam ""malo mrljanja pomoći!"" Količina Brilkrema u kosi Stivena Bojda povremeno odvlači pažnju. Odnos njegovog lika sa Langeovim likom nikada nije bio u potpunosti razvijen, što sam smatrao razočaravajućim. Sve u svemu, film je prijatan. <br /><br />Ocena: 8/10",positive
"Šta možete reći o kratkom malom filmu ispunjenom sporednim glumcima i bez „zvezda“, bez apsolutno nikakvih loših izvođenja, ni jedne loše izvedene linije dijaloga, i sa hladnim nasiljem s jedne strane koje balansira toplo „srce“ protagonista u priči? <br /><br />To je dragulj, dijamant, mali dragoceni dragulj vesterna koji evocira duh i legendu američkog Zapada. Zapad koji nisu naselili veliki heroji poput Hikoka ili Kodija ili Mastersona ili Erpa, već širenjem svakodnevnih muškaraca i žena, farmera i rančeva, trgovaca i rudara i drvoseča, kurvi i barmeka, i zabavljača dana, neki traže bogatstvo, neki za mir i tišinu, neki za versku slobodu. <br /><br />To je, možda, veoma duhovna priča, iako ne promoviše nijednu određenu religiju, jer čak i ne-mormonski kauboji koje prikazuju Ben Džonson i Hari Keri mlađi deluju na ljubazan i plemenit način prema svima u priči, bez obzira na versku pripadnost i uverenja, i daju sve od sebe da pokažu toleranciju prema strancima kada je reč o vagon-čarskoj toleranciji. ljudi. I na pravi biblijski način, poput Davida i Golijata ili Samsona i Filistejaca, oni su anđeli čuvari poslati u vagon koji na kraju moraju da se suoče sa zlim inkarniranim klanom Kleg, upoređujući ih sa zmijom u Rajskom vrtu, i žaleći za onim što posle moraju da urade. To je slatka folklorna priča o Zapadu koja pogađa svaku metu na koju Džon Ford nanišani.<br /><br />Danas imam zapadnjačkog Deda Mraza čija je crvena odeća prekrivena kaputom za vozače od teksasa, čija je crvena kapa za čarape zamenjena braon Stetsonom, koji nosi torbu sa poklonima i namotaj užeta. Mom Deda Mrazu dodao sam pušku Vinčester sa remenom da stavi na jedno od ramena i Kolt revolver da mu se zavuče u pojas. Kada ljudi u kancelariji pitaju zašto moj Deda Mraz mora da nosi oružje, ja jednostavno odgovorim: ""Zmije!"" Na kraju krajeva, nije li duh božićne sezone onaj u kojem svako treba da dobije ono što zaslužuje? <br /><br />Pedeset pet godina kasnije, posebno posle 911. godine, filozofije i atributi koje su demonstrirali likovi i priča ovog filma i danas su relevantni kao i tada.",positive
"„Put na kauču“ je jedna od onih glupih komedija koje su napravili 80-ih. U ovom slučaju, Den Ejkrojd igra mentalnog pacijenta koji se predstavlja kao psihijatar, a on odlazi na Beverli Hils da zameni Čarlsa Grodina. Većina humora u filmu izvire iz njihovog satiričnog pogleda na Beverli Hils i prazne živote ljudi tamo (žena se bori za moć sa svojom sluškinjom).<br /><br />To je vrsta filma koju gledate samo da biste se dobro proveli. Ne očekujte bilo kakvo religiozno iskustvo. Ali najverovatnije ćete se mnogo smejati tome kako se ljudi sa Beverli Hilsa razmeću svojim bogatstvom. Takođe glume Volter Matau, Dona Dikson, Arije Gros i Viktorija Džekson (iz ""UHF"").",positive
"Liza Baumer (Ida Gali) je žena preljubnica velikog biznismena koji nasledi životno osiguranje od milion dolara kada joj je muž poginuo u avionskoj nesreći dok je bio na poslovnom putu. Prvobitno je osumnjičena da je odgovorna jer su njeni muževi nedavno promenjeni, tako da ima istražitelja osiguranja Pitera Linča (Džordž Interpol je siguran da je njen agent). Baumer putuje u Atinu u Grčkoj da unovči svoje nasledstvo, ali insistira da ga ima u gotovini... opasan razvoj događaja. Linč čiji je identitet sada poznat Baumeru pokušava da je zaštiti od ljubavnika njenog muža Lare Florakis, koji ipak zajedno sa svojim sledbenikom Šarifom pokušava da ih oboje ubije za deo novca na koji ona smatra da ima pravo. I ovde naš maskirani ubica počinje svoja brutalna ubistva. Linča, kao što je uobičajeno kod našeg heroja, grčka policija prvo sumnjiči, a policijski inspektor Stavros ga upozorava da ne napušta Atinu (Luiđi Pistili poznato lice u Đalu i špagetima). Linču tada pomaže prelepa Kleo Dupon (Anita Strindberg), lokalna novinarka koja mu pomaže da istražuje ubistva. Još nešto bi moglo da pokvari film za svakoga ko ga nije video, pa je dovoljno reći da ima dovoljno crvenih haringa i da je većina verodostojnih da zadrže obožavatelje Misterije/Trilera u ovoj priči. i italijanski soundtrack. Takođe ima veoma upečatljiv rezultat Bruna Nikolaija koji će vam ostati u glavi neko vreme.... sve u svemu prvoklasni Giallo.",positive
"Dobio sam ovaj film sa eBai-a uglavnom zato što sam gej i volim Tila Schveigera. Međutim, to je jedan od onih filmova koji, kada ga pogledate drugi put, nikada sebi ne kažete: ""Hm. Zaboravio sam na ovaj dosadni deo. Idem da napravim kokice."" Nema taj deo. To je veoma tečan i stalno zanimljiv film. I, da, Til Švajger vredi, ako ništa drugo. Ali, to je odličan film čak i za strejt momke.",positive
"Ovo je u najmanju ruku VEOMA potcenjen film. Kao što je naglašeno u prethodnim objavama, ovaj film ima pomalo labav i vrlo neuverljiv scenario, ali vi sami kažete ""Koga briga?"" dok gađate mleko (ili ovde ubacite napitak po vašem izboru) kroz nos. To je zaista bilo zbog retke mešavine sinhronizovanih glumaca. Dok je Kelsei Grammar očigledno nadaren glumac (referenca 'Frasier', ovaj film), sporedni glumci/glumica igraju svoje uloge prilično dobro. Zanimljivo mi je bilo kako su ubacili deo o Duaneu Martinu koji je duvao u 'velikoj utakmici' za košarkaški tim mornarice; ako je neko od vas ljubitelj košarke, setićete se Martina iz 'Beli ljudi ne mogu da skaču' i 'Iznad oboda' i znaćete da je Martin kratko boravio u NBA ligi sa Niksima. Lepo je kako su ubacili uverljive atribute karaktera kao što je ovaj. Analni lik Roba Šnajdera bio je savršena kompenzacija Gramatikom mirnom držanju. Loren Holi je igrala smelog sekspota sa mozgom dovoljno dobro da nateraš da poželiš da ona uspe. Ovo je film koji će vas nasmejati čak i ako ste ga gledali više puta... komični delovi ovog filma definitivno traju. I dalje se smejem 12 godina kasnije.<br /><br />""Je li to jedna od mojih kokošaka?"" ""Uhhh...ne. Ovo je papagaj....sa Kariba."" ""Pa ne daj da odleti... to je večera."" ""Arrrrr.....arr.""",positive
"Izgleda da Strangeland ima odnos ljubavi/mržnje sa mnogim svojim gledaocima. Lično mi se dopao film, i sve u vezi sa njim.<br /><br />Gluma bi se na nekim mestima mogla poboljšati, ali snimanje doprinosi atmosferi gde gluma ne može. U nekim oblastima, dijalog je pomalo bezobrazan i previše dramatičan, ali zaista, šta očekujete od kasnih 90-ih? Sve u svemu, Di je uradio neverovatan posao u pisanju onoga što verujem da je jedan od najstrašnijih trilera koje sam ikada video. Igra na strahove mnogih starosnih grupa - odraslih, roditelja i dece. Svaki roditelj strahuje da će se njihova deca previše uključiti u sobe za ćaskanje i da će sresti strance sa interneta. I to se *događa* u stvarnom svetu. I svako dete i odrasli strahuju da će biti kidnapovani i mučeni protiv svoje volje; to se dešava i u stvarnom svetu. Zbog čega je ovaj film toliko osetljiva tema za mnoge.<br /><br />Moje jedino upozorenje je ako *znate* da ste osetljivi na stvari kao što su jako nasilje, vidljivo mučenje i krv, onda *ne* želite da gledate ovaj film. Ako niste sigurni da li će vas ovaj film zabaviti, pročitajte što više recenzija, pitajte ljude koje poznajete koji su gledali ovaj film i budite spremni da isključite film u bilo kom trenutku ako budete uznemireni.",positive
"Imam neke od starijih video zapisa i DVD-ova Dr. Vho. Igrao sam ih iznova i iznova. Obožavam svakog od ""Doktora"" iz različitih razloga. Ali zbog čoveka u hijerarhiji Bi-Bi-Sija, Dr. Vho je otkazan, iako je i dalje bio jedan od glavnih oslonaca BBC-ja. Odlaskom Silvestera Mekoja, Doktor je ostao živ preko obožavatelja. BBC je ljubazno dozvolio fanovima da pišu knjige i crtane filmove. Zamah Dr. Vhoa je bio stabilan čak i nakon 1989. Tada su iskoristili šansu sa Paulom McGannom. Film je bio pogrešan, ali je BBC-ju dao ideju šta želimo. Godine 1999. ""čovek"" je otišao i početnici na Bi-Bi-Siju su osetili da je vreme da vrate Doktora. To je bio pun pogodak. Ovde u Americi, Sci-fi Channel je iskoristio šansu i takođe je postao pun uspeh, iako su pisci morali da počnu iznova i objašnjavaju mitologiju Dr. Vhoa za nove gledaoce. Neverovatno mi je da su to uradili. U prvoj sezoni, u kojoj glumi Kristofer Eklston sa Raselom T. Dejvisom kao glavnim scenaristom i Filom Kolinsonom kao producentom, Doktor nam se vratio i u svakoj epizodi saznajemo više o tome ko je Doktor. Univerzum Doktora je uvek bio o „Izboru“, „Ljubavi“ i „Žrtvi“. Ovo su oni obezbedili. To me tera da želim više i rastužuje me što je gospodin Eklston odlučio da napusti emisiju. Moj prvi doktor je bio doktor br. 3, Doktor Jona Pertveeja. Gospodin Eklston ne treba da brine o svom položaju u univerzumu Dr. Vho. Čvrst je kao i ostali. On je 9. doktor. Nisam znao za gospodina Eklstona pre njegovog nastupa u Dr. Vho, ali znam sada. Voleo bih da postoji neki način, on može da zna, u zajednici obožavatelja Dr. Vhoa postoji pritisak da pronađe svoj drugi rad i uživa u njemu. Već smo videli da je sjajan glumac.",positive
"Nedavno sam kupio ovaj film na DVD-u u diskontnoj prodavnici za 5 dolara. Iako se radi o DVD-u bez ukrasa na etiketi Geneon (samo film koji odmah počinje da se reprodukuje - bez menija, bez posebnih karakteristika), kvalitet slike i zvuka su bili ODLIČNI. Film je zasnovan na istinitoj priči o jednoj od najvećih pljački banke u istoriji.<br /><br />Glavnu ulogu igra Ričard Džordan, za koga moram da priznam da nisam čuo, Pinki Grina. Šarmantan mladić koji je proveo previše svojih nekoliko godina u zatvoru, a sada je želeo da ide pravo, ali mu to nije dozvoljeno! On glumi Amerikanca u Engleskoj. Dejvid Niven igra glavnog lošeg momka, takođe sa velikim šarmom po kome je poznat. Loše, ali sa skrupulom kao kada odbije da uskrati Pinkiju njegov ""udar"" za posao. U Engleskoj je, očigledno, priličan udeo, a ne metak u glavu kao u američkim gangsterskim filmovima! Sva sporedna glumačka ekipa radi odličan posao u produkciji veoma uverljivog filma.<br /><br />Ono što je za mene možda najbolje je da je ceo film prilično ugodan i razumljiv (često se nađem izgubljen u zabuni i raznim likovima) bez IKAKVIH specijalnih efekata. BEZ krvi. Bez nasilja. Čak ni jedna potera automobila! Samo dobro napisana priča, dobro odglumljena, dobro režirana i dobro fotografisana! Da sam imao zamerke na film, postavio bih pitanje o muzici. ŠTA blugras muzika radi u priči o pljački banke koja se dešava u Engleskoj?",positive
"Ovo je divan film na mnogo načina. Svi u mojoj porodici su uživali. Animacija je odlična i lako pokazuje da postoji mnogo producenata koji stvaraju filmove koji su vizuelno briljantni kao bilo šta što dolazi iz Diznijevog studija.<br /><br />Jedna razlika u odnosu na uobičajenu Diznijevu cenu je ta što ovaj Dreamvorks film ne sadrži neki mudri udarac sa strane za olakšanje komedije. I nema iznenadnih trenutaka u kojima likovi upadaju u pesmu. Siguran sam da se na Diznijevoj slici ne bi pojavila scena na početku filma: rođenje Duha. Ali to je urađeno sa ukusom i uopšte nije uvredljivo. ""Spirit"" je bio odličan dah svežeg vazduha. Nemojte me pogrešno shvatiti. Voleo sam Dizni godinama i nastaviću to da radim. <br /><br />""Spirit"" je još jedan primer odlične animirane jela. Čim se završilo, moja deca su htela da ga ponovo gledaju. Imao sam isti osećaj. Toplo ga preporučujem.",positive
