review,sentiment
"Enjoyable film that gives you romance, women-on-the-verge psychodrama, work place sexual harassment, adultery, and fashion. It's all there. Typical characters found in corporate America. Joan Crawford is the usual long time employee bitch executive who feels the need to be such because she's with the big boys. Hope Lange is the entry level ambitious employee whose determined to get to the top by using her mind and not her body. Their personal lives is the subplot. <br /><br />Wardrobe for the film is great but someone forgot to tell Stephen Boyd's hairstylist that ""a little dab will do ya!"" The amount of Brylcream in Stephen Boyd's hair is distracting at times. His character's relationship with Lange's character was never fully developed which I found disappointing. Overall the movie is enjoyable. <br /><br />Rating: 8/10",positive
"What can you say about a short little film filled with secondary actors and no ""stars"", with absolutely no bad performances, not one poorly delivered line of dialog, and with the cold violence on one hand being balanced by the warm ""heart"" of the protagonists in the story? <br /><br />It's a jewel, a diamond, a little valuable gem of a western that evokes the spirit and legend of the American West. A West not settled by grand heroes like Hickock or Cody or Masterson or Earp, but by the spread of the everyday man and woman, farmers and ranch hands, merchants and miners and lumbermen, whores and barkeeps, and entertainers of the day, some looking for riches, some for peace and quiet, some for religious freedom. <br /><br />It is, perhaps, a very spiritual story, though not promoting any particular religion, for even the non-Mormon cowboys portrayed by Ben Johnson and Harry Carey Jr. act in kind and noble ways toward everybody in the story, regardless of religious affiliation and beliefs, and go out of their way to promote tolerance and charity when the wagon train comes upon the stranded medicine show people. And in true biblical fashion, like David and Goliath or Samson and the Philistines, they are the guardian angels sent to the wagon train who eventually have to go head to head with the evil incarnate Clegg clan, likening them to the serpent in the Garden of Eden, and regretting what it is they have to do afterward. It's a sweet folkloric tale of the West that hits every target John Ford takes aim at.<br /><br />Nowadays I have a western Santa Claus whose red outfit is covered with a denim drover coat, whose red stocking cap is replaced by a brown Stetson, who carries a burlap bag of presents and a coil of rope. To my Santa I added a Winchester rifle with a sling to put on one of his shoulders and a Colt revolver to tuck into his waistband. When people at the office ask why my Santa has to carry guns, I simply reply, ""Snakes!"" After all, isn't the spirit of the Christmas season one where everybody should get what they deserve? <br /><br />Fifty five years later, especially post-911, the philosophies and attributes demonstrated by the characters and story of this movie are still as relevant today as they were back then.",positive
"""The Couch Trip"" is one of those silly comedies that they cranked out in the '80s. In this case, Dan Aykroyd plays a mental patient who poses as a psychiatrist, and he goes to Beverly Hills to sub for Charles Grodin. Most of the movie's humor springs from their satirical look at Beverly Hills and people's empty lives there (a woman has a power struggle with her maid).<br /><br />It's the sort of movie that you just watch to have a good time. Don't expect any kind of religious experience. But you'll most likely laugh a lot at how the Beverly Hills people flaunt their wealth. Also starring Walter Matthau, Donna Dixon, Arye Gross and Victoria Jackson (of ""UHF"").",positive
"Lisa Baumer (Ida Galli) is the adulteress wife of a big businessman who inherits $1million life insurance when her husband is killed in a plane crash while on a business trip.initially she is suspected of being responsible as her husbands will had recently been changed and so she has an insurance investigator Peter Lynch (George Hilton)and an Interpol agent on her tail just to be sure. Baumer travels to Athens, Greece to cash in her inheritance, but insists on having it in cash...a dangerous turn of events. Lynch who's identity is now known to Baumer tries to protect her against a lover of her husband Lara Florakis who nevertheless along with her henchman Sharif tries to kill them both for a share of the money that she deems she is entitled to. And this is where our Masked killer starts his/her brutal killings. Lynch as is customary with our hero is at first suspected by the Greek Police and is warned not to leave Athens by Police Inspector Stavros(Luigi Pistilli a familiar face in Giallo and Spaghettis). Lynch is then aided by the gorgeous Cléo Dupont (Anita Strindberg) a local journalist who helps him investigate the killings.To say any more could ruin the film for anyone who has not seen it, so suffice to say there are enough red herrings and most of them plausible to keep Mystery/Thriller fans happy in this story driven Giallo.The No Shame DVD has a superb transfer with both English and Italian soundtrack. It also has a very catchy score just for good measure by Bruno Nicolai that will stay in your head for a while....all in all a first rate Giallo.",positive
"I got this movie from eBay mainly because I'm gay and I love Til Schweiger. However, it's one of those movies that, when you watch it a second time, you never say to yourself, ""Hmm. I forgot about this boring part. I'll go make popcorn."" It doesn't have that part. It's a very fluid and constantly interesting film. And, yes, Til Schweiger is worth it, if nothing else. But, it's a great movie even for straight guys.",positive
"This is a VERY underrated movie to say the least. As has been pointed out in previous posts, this movie has a somewhat loose and highly implausible script but you find yourself saying ""Who cares?"" while shooting milk (or insert beverage of your choice here) through your nose. It was indeed due to a rare mix of actors in sync. While Kelsey Grammar is obviously a gifted actor (reference 'Frasier', this movie) the supporting actors/actress play their roles quite well. I found in interesting how they threw in the part about Duane Martin blowing the shot in the 'big game' for Navy's basketball team; if any of you is a basketball fan you'll remember Martin from 'White Men Can't Jump' and 'Above the Rim' and you'll know that Martin had a short stint in the NBA with the Knicks. Nice how they threw in believable character attributes such as this. Rob Schneider's anal-retentive character was the perfect offset to Grammar's calm demeanor. Lauren Holly played the gutsy-sexpot-with-a-brain well enough to make you want her to succeed. This is a movie that will make you laugh even if you've seen it many times before...the comic bits in this movie definitely last. I still find myself laughing 12 years later.<br /><br />""Is that one of my chickens?"" ""Uhhh...no. This a parrot....from the Caribbean."" ""Well don't let it fly away...that's supper."" ""Arrrrr.....arr.""",positive
"Strangeland seems to have a love/hate relationship with many of its viewers. I personally loved the movie, and everything about it.<br /><br />The acting in some places could be improved upon, but the filming adds to the atmosphere where the acting can't. In some areas, the dialogue is a bit cheesy and over dramatic, but really, what do you expect from the late 90s? Over all, Dee did an amazing job in writing what I believe to be one of the most terrifying thrillers I've ever seen. It plays on the fears of many age groups--adult, parents, and children. Every parent fears that their children will get too involved with chat rooms and will meet strangers from the internet. And it *does* happen in the real world. And every child and adult fears being kidnapped and tortured against their will; that happens too in the real world. Which is what makes this movie such a sensitive subject for many.<br /><br />My only warning is if you *know* you are sensitive to things such as strong violence, visible torture, and gore, then you do *not* want to see this movie. If you are unsure about if this movie will entertain you, then read as many reviews as you can, ask people you know who have seen this movie, and be prepared to turn the movie off at any time should you become disturbed.",positive
"I have some of the older videos and dvds of Dr. Who. I've played them over and over. I adore each of the ""Doctors"" for different reasons. But due to a man in the BBC hierarchy, Dr. Who was canceled, even though it was still one of the mainstays of the BBC line-up. With the departure of Sylvester McCoy, the Doctor stayed alive through the fans. BBC graciously allowed fans to write books, and cartoons. The momentum of Dr. Who has been steady even after 1989. Then they took a chance with Paul McGann. The movie was flawed, but it gave the BBC an idea of what we wanted. In 1999, the ""man"" was gone and the newbies at the BBC felt it was time to bring the Doctor back. It was a complete success. Here in America, the Sci-fi Channel took a chance and it has become a complete success as well, although the writers were having to start over and explain the Dr. Who mythology for new viewers. It is incredible to me that they have done it. In Season 1, staring Christopher Eccleston with Russell T. Davis as lead writer, and Phil Collinson as producer, the Doctor has come back to us and in each episode we learn more about who the Doctor is. The Doctor Who universe has always been about ""Choice"", ""Love"" and ""Sacrifice"". This is what they provided. It makes me want more and it saddens me that Mr. Eccleston has chosen to leave the show. My first Doctor was Doctor no. 3, Jon Pertwee's Doctor. Mr. Eccleston needn't worry about his position in the Dr. Who universe. It is as solid as the rest. He is the 9th Doctor. I didn't know of Mr. Eccleston prior to his performance in Dr. Who, but I do now. I wish there was some way, he could know, there is push out in the Dr. Who fan community to find his other work and enjoy it. We have already seen that he is a great actor.",positive
"I recently bought this movie on DVD at a discount store for $5. Although it is a no-frills DVD on the Geneon label (just the movie that starts playing immediately - no menu, no special features) the picture and sound quality were EXCELLENT. The movie is based on the true story of one of the biggest bank robberies in history.<br /><br />Richard Jordan, who I must admit to not having heard of, plays the lead - Pinky Green. A charming young man who had spent too much of his few years in prison and now wanted to go straight but is not allowed to do so! He portrays an American in England. David Niven plays the lead bad guy, also with the great charm for which he is famous. Bad, but with scruples as when he refuses to deny Pinky his ""whack"" for the job. Whack, in England, apparently is the fair share of the take and not a bullet in the head as in American gangster films! All the supporting cast do an excellent job producing a very believable movie.<br /><br />What is perhaps best, to me, is that the whole movie is quite enjoyable and understandable (I frequently find myself lost in plot confusions and various characters) without ANY special effects. NO blood. No violence. Not even a single car chase! Just a well written story, well acted, well directed and well photographed! If I had any complaints about the movie, I would question the music. WHAT is bluegrass music doing in a bank heist story that takes place in England?",positive
"This is a wonderful movie in a lot of ways. Everyone in my family enjoyed it. The animation is excellent and easily demonstrates that there are plenty of producers who create films that are as visually brilliant as anything that comes from the Disney Studio.<br /><br />One difference from the normal Disney fare is that this Dreamworks movie does not feature some wise-cracking side kick for comedy relief. And, there are no sudden moments where the characters break into song. I am sure that a scene at the beginning of the film would not appear in a Disney picture: the birth of Spirit. But it is done tastefully and is not offensive at all. ""Spirit"" was a great breath of fresh air. Don't get me wrong. I have loved Disney for years and will continue to do so. <br /><br />""Spirit"" is another example of great animated fare. As soon as it was over, my kids wanted to watch it again. I had the same feeling. I thoroughly recommend it.",positive
"I was fortunate enough to record this wonderful drama, both parts, when it originally aired on Masterpiece Theatre. I loved it but lost it. Then one day, while going through old tapes, found it again. I recorded it to DVD and watched and --- WOW! I still love it! The leads are excellent and my only complaint is I wish we had seen more Kester! What a man! And Prue. She's so strong and wonderful ... living in a time and age where her affliction and how she deals with it is seen as unfortunate and evil. Even her own brother tells Prue to her face that he doubts that a man will ever have her. *sigh* Unfortunately my copy is not the greatest, with wear and tear over the years, and I too would absolutely love to own this on professional DVD if it ever happens.",positive
"I disagree with Anyone who done't like this movie. <br /><br />I used to LOVE this movie when I was little and I still do. It's sweet, funny and warms your heart. And It proves that love and friendship can never be destroyed. <br /><br />And even though it didn't have much of a story, it was still excellent I give it a 10 and two thumbs up. <br /><br />Oh yeah and it proves that your deepest wish's and dreams can come true. (Tear, tear)<br /><br />I love this movie, personally if anyone says it sucked than I will say ""Shame on you."" Because it was a delightful little movie and I'm glad that at least SOME people liked it.",positive
The theme is controversial and the depiction of the hypocritical and sexually starved india is excellent.Nothing more to this film.There is a lack of good dialogues(why was the movie in english??). There was lack of continuity and lack of passion/emotion in the acting.,positive
"The first time I saw this film, I wanted to like it for so many reasons, but I simply did not. It just seemed a little dull. But there was a tiny question I had about something I saw near the beginning of the film so I watched it again and then finally it clicked for me. I first watched the movie knowing the ""surprise ending"", and while I definitely wouldn't recommend having the ending spoiled for you, I have still thoroughly enjoyed the bulk of the film and discovering the many seemingly insignificant events that all unravel to point to a very sinister scheme.<br /><br />I don't think that everyone will love this movie, or even like it. If you like any of the actors, you'll like this movie because the acting is fairly strong and they all get a lot of screen time. If you like mysteries (namely Hitchcock) you'll like this movie. If you like independent or psychological films, you'll like this movie. It really worked for me on all of those levels. If you don't like the actors, mysterious plots or psychological elements, you might not like this movie. But that's your loss. Personally, the only thing that irked me a little was the accents. Good try, Alan Rickman, on the American dialect, but it wasn't much improvement from the scene in Die Hard. (The wonderful voice makes up for the weird accent though.) The medley of accents in the movie was a little odd, but it was not so distracting that it became difficult or particularly irritating. Also, the camera change from scene to scene was evident and might bother some people, but I actually think it added to the scenes (or scene I can really only recall one scene where the change was severely different, but it worked).<br /><br />When you see this movie, see it at least twice. The second time you see it, I hope you realize how intricate the plot really is. Every time I watch this movie (it's under an hour and a half so multiple viewings are not difficult) I seem to notice something else about it and find myself wondering, ""Why did that just happen?"" or ""Was that intentional?"" I like movies that make me think. This one does. So just see it. Twice.",positive
"I'm not sure how this could have been better, so I gave it a 10. The acting was excellent - the main woman was so HOT - the chap who played Darwyn was a smouldering, pensive character who showed the inner turmoil he was suffering (the truck driver's death is one example)excellently. The storyline was believable and the series length was just about right (i.e. I love Lost, but will it ever end?). As a Brit i tend to think of Yanks as gung ho. The LAPD were in their ill advised attempts to arrest him, but the other agencies were portrayed positively. My main thought about programmes like this (and the also excellent 24) is - could it happen? Would it happen? Is it happening now? Possibly, probably.<br /><br />I hope they do another series, but after reading some of the previous comments, it would appear not.<br /><br />To summarise - If you haven't seen it, make sure you do.",positive
"Expecting to see another Nunsploitation movie with a mean Mother Superior abusing and torturing her charges, Flavia turned out to be MUCH more than I had anticipated.<br /><br />It actually has a feminist storyline, though I don't think such a term existed in the era in which the movie is set. It certainly wasn't practiced. Women (and the Jews and the poor) are very downtrodden and locked into menial spots in society. Throughout the story, Sister Flavia (Florinda Bolkan) witnesses the tyranny of her time until she just can't sit there any longer and actually does something about it, albeit with disastrous results.<br /><br />The pre-credit sequence has Flavia as a young adolescent near a battlefield. She sees an injured ""evil"" Muslim soldier (one of the few still alive) and tries to assist him. Before she can, her hate-filled father beheads the soldier and waves his head in her face (great family dynamics, huh?). After this, her father forces her to join a convent where she witnesses even more injustice. Though scenes do involve violence, rape and nuns, I would consider this more of a historical drama than Nunsploitation. <br /><br />Indeed, many of the ingredients for a trashy exploitation piece are there, but the acting, camera-work, storyline and music are too good to keep it down in that level. Most ""nun"" films I've seen usually have the basic premise of: A good girl somehow winds up in a convent, where the Mother Superior is a supreme bitch that likes to whip people and/or make their lives a living hell.<br /><br />Flavia spends much of the first part of he movie passively questioning all of the atrocities happening around her. Much of her passivity is forgotten when she becomes acquainted with the strong-spirited (but slightly loony- she likes to pee outside like me, but it's a lot easier for guys) Sister Agatha. When a group of Muslims attack their abbey, Flavia and Agatha do not cower in fear like the other nuns. Their attackers actually function as their liberators (of the cruelty and near-slavery of the abbey). In fact, it is a Christian, not a Muslim invader, that impales dear Sister Agatha. <br /><br />It is Agatha's death that sends Flavia on her violent crusade against those who have oppressed her... Her father treats her like dirt. Her Muslim lover deserts her at a very inopportune time. I don't want to give out too much of the rest of the story, but be prepared to be shocked, devastated and saddened at the conclusion. This is a great film, so don't be put off by its (undeserved) reputation as a trash epic. Plus, how on Earth could a movie featuring Florinda Bolkan and Claudio Cassinelli go wrong? I am not familiar with María Casares' other works, but Sister Agatha is a hell of a character.<br /><br />I have read many great reviews of the Synapse (US) release, but I love my German X-Rated Kult DVD copy. It isn't anamorphic/16:9, but actually has a little more picture information on all of the edges than Synapse's release.<br /><br />And there are also many great, wise or funny lines of dialogue (many from Sister Agatha)<br /><br />""Why is God male? The Father, the Son, and the Holy Spirit They're all male!"" -Flavia<br /><br />""These men are afraid- look at them, Sister- Afraid their power will be taken away from them!"" -Sr. Agatha (regarding Christians fleeing after the Muslims arrive)<br /><br />""Woman, where are you going? The Moslems can do nothing to you that the Christians haven't done! Ha Ha Ha!"" -Sr. Agatha (to a group of fleeing Christian women)<br /><br />""Lord bless these Moslems- For putting fear into these pompous Christians."" -Flavia<br /><br />""Does it take the mere sight of a Moslem to make you $h!t your underclothing?"" -Sr. Agatha<br /><br />Closing message: ""Flavia Gaetani, not yet a Muslim - no longer a Christian - was punished as a runaway nun. The idea for the film came from events which occurred during the Musalman invasions of Italy culminating in what even today is remembered as THE MARTYRDOM OF THE 800 AT OTRANTO""",positive
"for many and many years, gaijin have visited japan for learning martial arts, instead of acquiring any knowledge on it, gainjin have been told only nihonjin could achieve the excelent performance required to show some techniques in a ""public"" performance such as a movie...<br /><br />this one special movie, made by sho kosugi, not only shows all of those techniques and skills, but also teaches many and many lessons on how to achieve them, and one can verify that by seeing a LUCINDA DICKEY performing fantastic and unforgettable acting skills in NINJUTSU...<br /><br />I strongly recommend watching this movie more than thrice, because three times is not enough to seek out hints and tips given so easily by sho kosugi to those who really seek knowledge itself, the gnosis...",positive
"In one of the best of Charlie Chaplin's lengthier short films, he places the Little Fellow in the trenches of WWI, where he brings his intolerable politeness and endless patience to the drudgery of trench life, where troops lived for months at a time before finally going over the top to overtake the enemy, and usually to their deaths. It takes someone of Chaplin's skill as a comedian to make something as dreary as trench warfare into such a brilliant comedy, but the irony that he uses in the film makes even the most uncomfortable conditions highly amusing.<br /><br />Like all of the best of Chaplin's films, short films and otherwise, this one is packed with brilliant and memorable scenes, such as the scene where he marks off kills with a piece of chalk on a board in the trench, erasing one when he gets his helmet shot off, the scene where he and his fellow soldiers are sleeping underwater, the opening of the beer bottle and lighting of the cigarette, and of course, the overtaking of the enemy. All of these scenes are show-stoppers, reminiscent of the most wonderful Chaplin scenes. This one should not be missed!",positive
